;;;add;addi;addiw;addw;and;andi;auipc;beqz;bnez;div;divu;divuw;divw;j;lb;lbu;lh;lhu;li;lui;lw;mul;mulh;mulhsu;mulhu;mulw;mv;nop;or;ori;rem;remu;remuw;remw;sb;seqz;sh;sll;slli;slliw;sllw;slt;slti;sltiu;sltu;sra;srai;sraiw;sraw;srl;srli;srliw;srlw;stall;sub;subw;sw;xor;xori
1b_remu_300x300,instr,csv;remu;2573,383;0;146;2;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;19;7;0;0;0;0;0;0;0;3;0;0;0;43919;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;454746;0;0;0;0;0
1b_remuw_300x300,instr,csv;remuw;2556,399;0;192;0;0;0;0;0;0;192;0;0;0;0;0;0;0;0;0;25;2;0;0;0;0;0;0;0;5;0;0;0;0;57853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440720;0;0;0;0;0
1b_remw_300x300,instr,csv;remw;2552,89;0;161;0;0;0;0;0;0;161;0;0;0;0;0;0;0;0;0;24;3;0;0;0;0;0;0;0;5;0;0;0;0;0;48479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450156;0;0;0;0;0
1b_sb_300x300,instr,csv;sb;2084,443;0;237;18;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;9;18;0;0;0;0;0;0;0;19;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1b_sh_300x300,instr,csv;sh;2075,039;0;237;16;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;11;16;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1b_sll_300x300,instr,csv;sll;2620,966;0;301;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;6;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;90000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1b_slli_300x300,instr,csv;slli;2539,604;0;300;9;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;18;9;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1b_slliw_300x300,instr,csv;slliw;2619,34;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1b_sllw_300x300,instr,csv;sllw;2604,744;0;302;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;4;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;2;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1b_slt_300x300,instr,csv;slt;2352,847;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1b_slti_300x300,instr,csv;slti;2272,779;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1b_sltiu_300x300,instr,csv;sltiu;2281,705;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1b_sltu_300x300,instr,csv;sltu;2405,565;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1b_sra_300x300,instr,csv;sra;2390,731;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;215;0;0;0;0;0
1b_srai_300x300,instr,csv;srai;2313,628;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;215;0;0;0;0;0
1b_sraiw_300x300,instr,csv;sraiw;2310,566;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;215;0;0;0;0;0
1b_sraw_300x300,instr,csv;sraw;2475,87;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;215;0;0;0;0;0
1b_srl_300x300,instr,csv;srl;2461,08;0;301;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;5;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;231;0;0;0;0;0
1b_srli_300x300,instr,csv;srli;2390,638;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;231;0;0;0;0;0
1b_srliw_300x300,instr,csv;srliw;2304,653;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;215;0;0;0;0;0
1b_srlw_300x300,instr,csv;srlw;2321,346;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;215;0;0;0;0;0
1b_sub_300x300,instr,csv;sub;2907,513;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;90000;0;0;0;0
1b_subw_300x300,instr,csv;subw;2910,614;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;90000;0;0;0
1b_sw_300x300,instr,csv;sw;2068,302;0;237;19;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;8;19;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;71390;0;0
1b_xor_300x300,instr,csv;xor;2622,701;0;302;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;6;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;90000;0
1b_xori_300x300,instr,csv;xori;2434,407;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;90000
1c_add_300x300,instr,csv;add;2402,488;90000;301;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;5;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_addi_300x300,instr,csv;addi;2507,182;0;90300;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_addiw_300x300,instr,csv;addiw;2487,949;0;301;90005;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;4;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_addw_300x300,instr,csv;addw;2374,21;0;300;2;90000;0;0;0;0;300;0;0;0;0;1;0;0;0;0;25;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1c_and_300x300,instr,csv;and;2339,86;0;301;1;0;90000;0;0;0;300;0;0;0;0;1;0;0;0;0;26;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1c_andi_300x300,instr,csv;andi;2253,064;0;300;7;0;0;90000;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_auipc_300x300,instr,csv;auipc;3019,625;0;300;5;0;0;0;90000;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1c_div_300x300,instr,csv;div;2550,628;0;167;0;0;0;0;0;0;167;50364;0;0;0;0;0;0;0;0;23;4;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448259;0;0;0;0;0
1c_divu_300x300,instr,csv;divu;2548,289;0;167;2;0;0;0;0;0;167;0;50391;0;0;0;0;0;0;0;23;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448232;0;0;0;0;0
1c_divuw_300x300,instr,csv;divuw;2586,554;0;173;3;0;0;0;0;0;173;0;0;52112;0;0;0;0;0;0;22;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;446499;0;0;0;0;0
1c_divw_300x300,instr,csv;divw;2558,064;0;163;1;0;0;0;0;0;163;0;0;0;48937;0;0;0;0;0;19;7;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449694;0;0;0;0;0
1c_lb_300x300,instr,csv;lb;1689,991;0;1;4;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498950;0;0;0;0;0
1c_lbu_300x300,instr,csv;lbu;1689,967;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;25;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498956;0;0;0;0;0
1c_lh_300x300,instr,csv;lh;1802,973;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498957;0;0;0;0;0
1c_lhu_300x300,instr,csv;lhu;2053,375;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;7;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0
1c_li_300x300,instr,csv;li;2233,475;0;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;90020;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_lui_300x300,instr,csv;lui;2901,103;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;90003;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1c_lw_300x300,instr,csv;lw;1802,985;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498925;0;0;0;0;0
1c_mul_300x300,instr,csv;mul;2893,923;0;265;9;0;0;0;0;0;265;0;0;0;0;0;0;0;0;0;18;9;0;79680;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418715;0;0;0;0;0
1c_mulh_300x300,instr,csv;mulh;2648,121;0;139;3;0;0;0;0;0;139;0;0;0;0;0;0;0;0;0;24;3;0;0;41715;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456964;0;0;0;0;0
1c_mulhsu_300x300,instr,csv;mulhsu;2614,412;0;138;2;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;25;2;0;0;0;41461;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457220;0;0;0;0;0
1c_mulhu_300x300,instr,csv;mulhu;2740,119;0;138;8;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;19;8;0;0;0;0;41687;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456962;0;0;0;0;0
1c_mulw_300x300,instr,csv;mulw;2829,882;0;271;5;0;0;0;0;0;271;0;0;0;0;0;0;0;0;0;22;5;0;0;0;0;0;81513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416902;0;0;0;0;0
1c_mv_300x300,instr,csv;mv;1965,191;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1c_nop_300x300,instr,csv;nop;1731,244;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;90001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1c_or_300x300,instr,csv;or;2573,303;0;300;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_ori_300x300,instr,csv;ori;2327,034;0;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_rem_300x300,instr,csv;rem;2549,678;0;149;2;0;0;0;0;0;149;0;0;0;0;0;0;0;0;0;21;6;0;0;0;0;0;0;0;3;0;0;44904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453755;0;0;0;0;0
1c_remu_300x300,instr,csv;remu;2528,13;0;151;2;0;0;0;0;0;151;0;0;0;0;0;0;0;0;0;21;5;0;0;0;0;0;0;0;3;0;0;0;45435;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453220;0;0;0;0;0
1c_remuw_300x300,instr,csv;remuw;2523,483;0;154;0;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;23;4;0;0;0;0;0;0;0;5;0;0;0;0;46424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452225;0;0;0;0;0
1c_remw_300x300,instr,csv;remw;2581,635;0;165;1;0;0;0;0;0;165;0;0;0;0;0;0;0;0;0;21;6;0;0;0;0;0;0;0;4;0;0;0;0;0;49642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448985;0;0;0;0;0
1c_sb_300x300,instr,csv;sb;2071,546;0;237;17;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;10;17;0;0;0;0;0;0;0;20;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1c_sh_300x300,instr,csv;sh;2081,874;0;237;21;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;6;21;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1c_sll_300x300,instr,csv;sll;2512,272;0;301;10;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;17;9;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;90000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_slli_300x300,instr,csv;slli;2520,906;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_slliw_300x300,instr,csv;slliw;2514,096;0;300;1;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;26;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1c_sllw_300x300,instr,csv;sllw;2624,457;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1c_slt_300x300,instr,csv;slt;2378,214;0;300;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_slti_300x300,instr,csv;slti;2284,857;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_sltiu_300x300,instr,csv;sltiu;2277,494;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;89700;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_sltu_300x300,instr,csv;sltu;2442,203;0;301;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;4;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1c_sra_300x300,instr,csv;sra;2333,392;0;300;2;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;25;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;215;0;0;0;0;0
1c_srai_300x300,instr,csv;srai;2310,276;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;215;0;0;0;0;0
1c_sraiw_300x300,instr,csv;sraiw;2303,019;0;300;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;231;0;0;0;0;0
1c_sraw_300x300,instr,csv;sraw;2446,847;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;231;0;0;0;0;0
1c_srl_300x300,instr,csv;srl;2343,49;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;215;0;0;0;0;0
1c_srli_300x300,instr,csv;srli;2317,556;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;215;0;0;0;0;0
1c_srliw_300x300,instr,csv;srliw;2312,629;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;215;0;0;0;0;0
1c_srlw_300x300,instr,csv;srlw;2359,534;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;215;0;0;0;0;0
1c_sub_300x300,instr,csv;sub;2895,359;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;90000;0;0;0;0
1c_subw_300x300,instr,csv;subw;2892,61;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;90000;0;0;0
1c_sw_300x300,instr,csv;sw;2079,566;0;237;19;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;8;19;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;71390;0;0
1c_xor_300x300,instr,csv;xor;2418,058;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;90000;0
1c_xori_300x300,instr,csv;xori;2446,897;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;90000
1d_add_300x300,instr,csv;add;2532,67;90000;300;11;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;16;11;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_addi_300x300,instr,csv;addi;2554,929;0;90300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1d_addiw_300x300,instr,csv;addiw;2529,813;0;301;90004;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1d_addw_300x300,instr,csv;addw;2598,907;0;302;6;90000;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;4;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_and_300x300,instr,csv;and;2393,028;0;300;6;0;90000;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_andi_300x300,instr,csv;andi;2255,16;0;301;6;0;0;90000;0;0;300;0;0;0;0;1;0;0;0;0;21;5;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_auipc_300x300,instr,csv;auipc;2991,887;0;300;5;0;0;0;90000;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1d_div_300x300,instr,csv;div;2555,725;0;149;1;0;0;0;0;0;149;44987;0;0;0;0;0;0;0;0;23;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453672;0;0;0;0;0
1d_divu_300x300,instr,csv;divu;2590,457;0;183;0;0;0;0;0;0;183;0;54965;0;0;0;0;0;0;0;24;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443626;0;0;0;0;0
1d_divuw_300x300,instr,csv;divuw;2562,871;0;194;1;0;0;0;0;0;194;0;0;58393;0;0;0;0;0;0;25;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440176;0;0;0;0;0
1d_divw_300x300,instr,csv;divw;2578,134;0;169;0;0;0;0;0;0;169;0;0;0;50755;0;0;0;0;0;24;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447864;0;0;0;0;0
1d_lb_300x300,instr,csv;lb;1689,983;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498924;0;0;0;0;0
1d_lbu_300x300,instr,csv;lbu;1689,995;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;22;4;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498917;0;0;0;0;0
1d_lh_300x300,instr,csv;lh;1802,98;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498925;0;0;0;0;0
1d_lhu_300x300,instr,csv;lhu;1802,986;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;9;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498925;0;0;0;0;0
