;;;add;addi;addiw;addw;and;andi;auipc;beqz;bnez;div;divu;divuw;divw;j;lb;lbu;lh;lhu;li;lui;lw;mul;mulh;mulhsu;mulhu;mulw;mv;nop;or;ori;rem;remu;remuw;remw;sb;seqz;sh;sll;slli;slliw;sllw;slt;slti;sltiu;sltu;sra;srai;sraiw;sraw;srl;srli;srliw;srlw;stall;sub;subw;sw;xor;xori
1d_li_300x300,instr,csv;li;2233,783;0;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;90020;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_lui_300x300,instr,csv;lui;2880,58;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;90006;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_lw_300x300,instr,csv;lw;2005,452;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;6;1;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0
1d_mul_300x300,instr,csv;mul;2785,657;0;272;5;0;0;0;0;0;272;0;0;0;0;0;0;0;0;0;22;5;0;81600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416813;0;0;0;0;0
1d_mulh_300x300,instr,csv;mulh;2660,016;0;138;8;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;19;8;0;0;41619;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457030;0;0;0;0;0
1d_mulhsu_300x300,instr,csv;mulhsu;2672,396;0;139;8;0;0;0;0;0;139;0;0;0;0;0;0;0;0;0;19;8;0;0;0;41923;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456724;0;0;0;0;0
1d_mulhu_300x300,instr,csv;mulhu;2533,757;0;138;3;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;24;3;0;0;0;0;41599;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457082;0;0;0;0;0
1d_mulw_300x300,instr,csv;mulw;2817,185;0;273;6;0;0;0;0;0;273;0;0;0;0;0;0;0;0;0;21;6;0;0;0;0;0;82086;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416293;0;0;0;0;0
1d_mv_300x300,instr,csv;mv;2327,397;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;90000;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_nop_300x300,instr,csv;nop;1731,149;0;300;2;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;25;2;0;0;0;0;0;0;0;90003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1d_or_300x300,instr,csv;or;2433,787;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1d_ori_300x300,instr,csv;ori;2298,577;0;300;1;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;26;1;0;0;0;0;0;0;0;4;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1d_rem_300x300,instr,csv;rem;2495,417;0;158;2;0;0;0;0;0;158;0;0;0;0;0;0;0;0;0;20;5;0;0;0;0;0;0;0;3;0;0;47454;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;451187;0;0;0;0;0
1d_remu_300x300,instr,csv;remu;2549,8;0;153;1;0;0;0;0;0;153;0;0;0;0;0;0;0;0;0;19;7;0;0;0;0;0;0;0;4;0;0;0;46100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452551;0;0;0;0;0
1d_remuw_300x300,instr,csv;remuw;2533,412;0;156;1;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;22;5;0;0;0;0;0;0;0;4;0;0;0;0;46949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;451696;0;0;0;0;0
1d_remw_300x300,instr,csv;remw;2547,63;0;153;1;0;0;0;0;0;153;0;0;0;0;0;0;0;0;0;22;5;0;0;0;0;0;0;0;4;0;0;0;0;0;46054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452597;0;0;0;0;0
1d_sb_300x300,instr,csv;sb;2087,674;0;237;19;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;8;19;0;0;0;0;0;0;0;18;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1d_sh_300x300,instr,csv;sh;2086,289;0;237;23;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;4;23;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1d_sll_300x300,instr,csv;sll;2461,641;0;301;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;90000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1d_slli_300x300,instr,csv;slli;2409,498;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1d_slliw_300x300,instr,csv;slliw;2724,727;0;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_sllw_300x300,instr,csv;sllw;2765,848;0;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_slt_300x300,instr,csv;slt;2386,709;0;301;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1d_slti_300x300,instr,csv;slti;2275,91;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_sltiu_300x300,instr,csv;sltiu;2273,84;0;301;9;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;18;8;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_sltu_300x300,instr,csv;sltu;2403,113;0;302;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;5;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1d_sra_300x300,instr,csv;sra;2369,687;0;300;1;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;26;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;215;0;0;0;0;0
1d_srai_300x300,instr,csv;srai;2383,065;0;300;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;231;0;0;0;0;0
1d_sraiw_300x300,instr,csv;sraiw;2395,007;0;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;231;0;0;0;0;0
1d_sraw_300x300,instr,csv;sraw;2387,661;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;215;0;0;0;0;0
1d_srl_300x300,instr,csv;srl;2318,063;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;215;0;0;0;0;0
1d_srli_300x300,instr,csv;srli;2328,507;0;300;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;231;0;0;0;0;0
1d_srliw_300x300,instr,csv;srliw;2348,924;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;215;0;0;0;0;0
1d_srlw_300x300,instr,csv;srlw;2398,985;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;231;0;0;0;0;0
1d_sub_300x300,instr,csv;sub;2858,017;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;90000;0;0;0;0
1d_subw_300x300,instr,csv;subw;2922,726;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;90000;0;0;0
1d_sw_300x300,instr,csv;sw;2081,274;0;237;23;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;4;23;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;71390;0;0
1d_xor_300x300,instr,csv;xor;2585,447;0;301;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;90000;0
1d_xori_300x300,instr,csv;xori;2446,908;0;301;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;4;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;90000
1e_add_300x300,instr,csv;add;2440,256;90000;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1e_addi_300x300,instr,csv;addi;2517,718;0;90300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1e_addiw_300x300,instr,csv;addiw;2507,881;0;300;90004;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1e_addw_300x300,instr,csv;addw;2429,142;0;300;6;90000;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1e_and_300x300,instr,csv;and;2362,497;0;300;4;0;90000;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1e_andi_300x300,instr,csv;andi;2248,226;0;300;4;0;0;90000;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1e_auipc_300x300,instr,csv;auipc;2947,897;0;300;5;0;0;0;90000;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1e_div_300x300,instr,csv;div;2537,161;0;160;0;0;0;0;0;0;160;48097;0;0;0;0;0;0;0;0;21;6;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450540;0;0;0;0;0
1e_divu_300x300,instr,csv;divu;2563,753;0;163;1;0;0;0;0;0;163;0;49158;0;0;0;0;0;0;0;20;7;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449473;0;0;0;0;0
1e_divuw_300x300,instr,csv;divuw;2569,998;0;160;1;0;0;0;0;0;160;0;0;48151;0;0;0;0;0;0;23;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450486;0;0;0;0;0
1e_divw_300x300,instr,csv;divw;2520,448;0;139;2;0;0;0;0;0;139;0;0;0;41891;0;0;0;0;0;16;11;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456788;0;0;0;0;0
1e_lb_300x300,instr,csv;lb;1690,007;0;0;3;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498944;0;0;0;0;0
1e_lbu_300x300,instr,csv;lbu;1689,992;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498949;0;0;0;0;0
1e_lh_300x300,instr,csv;lh;1802,971;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498957;0;0;0;0;0
1e_lhu_300x300,instr,csv;lhu;1802,982;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498925;0;0;0;0;0
1e_li_300x300,instr,csv;li;2230,73;0;300;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;90019;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1e_lui_300x300,instr,csv;lui;2912,835;0;301;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;90004;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1e_lw_300x300,instr,csv;lw;1802,978;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498957;0;0;0;0;0
1e_mul_300x300,instr,csv;mul;2768,907;0;273;5;0;0;0;0;0;273;0;0;0;0;0;0;0;0;0;22;5;0;82003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416408;0;0;0;0;0
1e_mulh_300x300,instr,csv;mulh;2425,445;0;138;2;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;25;2;0;0;41693;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456988;0;0;0;0;0
1e_mulhsu_300x300,instr,csv;mulhsu;2445,301;0;138;2;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;25;2;0;0;0;41576;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457105;0;0;0;0;0
1e_mulhu_300x300,instr,csv;mulhu;2517,396;0;137;8;0;0;0;0;0;137;0;0;0;0;0;0;0;0;0;19;8;0;0;0;0;41323;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457328;0;0;0;0;0
1e_mulw_300x300,instr,csv;mulw;2834,026;0;271;3;0;0;0;0;0;271;0;0;0;0;0;0;0;0;0;24;3;0;0;0;0;0;81378;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417037;0;0;0;0;0
1e_mv_300x300,instr,csv;mv;1963,295;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;90000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1e_nop_300x300,instr,csv;nop;1731,112;0;300;1;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;26;1;0;0;0;0;0;0;0;90004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1e_or_300x300,instr,csv;or;2550,518;0;301;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;6;0;0;0;0;0;0;0;29;90000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1e_ori_300x300,instr,csv;ori;2307,058;0;301;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;4;0;0;0;0;0;0;0;31;0;90000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1e_rem_300x300,instr,csv;rem;2535,555;0;146;0;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;21;6;0;0;0;0;0;0;0;5;0;0;43850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;454815;0;0;0;0;0
1e_remu_300x300,instr,csv;remu;2517,256;0;144;2;0;0;0;0;0;144;0;0;0;0;0;0;0;0;0;19;8;0;0;0;0;0;0;0;3;0;0;0;43421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455248;0;0;0;0;0
1e_remuw_300x300,instr,csv;remuw;2513,641;0;154;0;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;20;7;0;0;0;0;0;0;0;5;0;0;0;0;46277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452372;0;0;0;0;0
1e_remw_300x300,instr,csv;remw;2522,097;0;148;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;20;7;0;0;0;0;0;0;0;5;0;0;0;0;0;44492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;454169;0;0;0;0;0
1e_sb_300x300,instr,csv;sb;2077,494;0;237;15;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;12;15;0;0;0;0;0;0;0;22;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1e_sh_300x300,instr,csv;sh;2073,095;0;237;22;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;5;22;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1e_sll_300x300,instr,csv;sll;2354,133;0;300;2;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;25;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1e_slli_300x300,instr,csv;slli;2427,338;0;300;2;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;25;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1e_slliw_300x300,instr,csv;slliw;2662,947;0;300;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1e_sllw_300x300,instr,csv;sllw;2679,713;0;301;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;6;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;1;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1e_slt_300x300,instr,csv;slt;2473,967;0;301;11;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;16;10;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;1;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1e_slti_300x300,instr,csv;slti;2289,328;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1e_sltiu_300x300,instr,csv;sltiu;2278,928;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1e_sltu_300x300,instr,csv;sltu;2410,596;0;301;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;7;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1e_sra_300x300,instr,csv;sra;2364,565;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;215;0;0;0;0;0
1e_srai_300x300,instr,csv;srai;2312,557;0;300;2;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;25;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;215;0;0;0;0;0
1e_sraiw_300x300,instr,csv;sraiw;2368,331;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;231;0;0;0;0;0
1e_sraw_300x300,instr,csv;sraw;2576,211;0;301;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;215;0;0;0;0;0
1e_srl_300x300,instr,csv;srl;2488,422;0;300;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;231;0;0;0;0;0
1e_srli_300x300,instr,csv;srli;2268,259;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;215;0;0;0;0;0
1e_srliw_300x300,instr,csv;srliw;2358,46;0;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;231;0;0;0;0;0
1e_srlw_300x300,instr,csv;srlw;2371,93;0;301;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;215;0;0;0;0;0
1e_sub_300x300,instr,csv;sub;2930,462;0;301;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;5;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;90000;0;0;0;0
1e_subw_300x300,instr,csv;subw;2903,939;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;90000;0;0;0
1e_sw_300x300,instr,csv;sw;2072,524;0;237;20;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;7;20;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;71390;0;0
1e_xor_300x300,instr,csv;xor;2609,391;0;301;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;7;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;90000;0
1e_xori_300x300,instr,csv;xori;2461,742;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;90000
1f_add_300x300,instr,csv;add;2426,275;90000;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1f_addi_300x300,instr,csv;addi;2504,74;0;90300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
