Full Name;Name;Power;stall;add;addi;addiw;addw;and;andi;auipc;bnez;div;divu;divuw;divw;j;lb;lbu;lh;lhu;li;lui;lw;mul;mulh;mulhsu;mulhu;mulw;mv;nop;or;ori;rem;remu;remuw;remw;sb;seqz;sh;sll;slli;slliw;sllw;slt;slti;sltiu;sltu;sra;srai;sraiw;sraw;srl;srli;srliw;srlw;sub;subw;sw;xor;xori
1b_sllw_300x300;sllw_300x300;5376,767;231;0;302;6;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;4;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;2;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1b_slt_300x300;slt_300x300;5130,687;215;0;300;3;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1b_slti_300x300;slti_300x300;5002,118;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1b_sltiu_300x300;sltiu_300x300;5006,263;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1b_sltu_300x300;sltu_300x300;5168,591;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0
1b_sra_300x300;sra_300x300;5156,798;215;0;300;3;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0
1b_srai_300x300;srai_300x300;5049,626;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0
1b_sraiw_300x300;sraiw_300x300;5025,476;215;0;300;3;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0
1b_sraw_300x300;sraw_300x300;5231,205;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0
1b_srl_300x300;srl_300x300;5220,583;231;0;301;6;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;5;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0
1b_srli_300x300;srli_300x300;5111,363;231;0;300;6;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0
1b_srliw_300x300;srliw_300x300;5024,712;215;0;300;3;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0
1b_srlw_300x300;srlw_300x300;5149,76;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0
1b_sub_300x300;sub_300x300;5623,862;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0
1b_subw_300x300;subw_300x300;5569,226;215;0;300;4;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0
1b_sw_300x300;sw_300x300;4949,473;213914;0;119;19;0;0;0;0;119;0;0;0;0;0;0;0;0;0;8;19;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35747;0;0
1b_xor_300x300;xor_300x300;5389,838;231;0;302;8;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;6;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0
1b_xori_300x300;xori_300x300;5151,133;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000
1c_add_300x300;add_300x300;5194,109;231;90000;301;6;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;5;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_addi_300x300;addi_300x300;5257,219;231;0;90300;8;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_addiw_300x300;addiw_300x300;5247,381;231;0;301;90005;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;4;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_addw_300x300;addw_300x300;5150,548;215;0;300;2;90000;0;0;0;300;0;0;0;0;1;0;0;0;0;25;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_and_300x300;and_300x300;5100,141;215;0;301;1;0;90000;0;0;300;0;0;0;0;1;0;0;0;0;26;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_andi_300x300;andi_300x300;4959,664;231;0;300;7;0;0;90000;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_auipc_300x300;auipc_300x300;5442,363;215;0;300;5;0;0;0;90000;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_div_300x300;div_300x300;5200,134;224539;0;84;0;0;0;0;0;84;25224;0;0;0;0;0;0;0;0;23;4;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_divu_300x300;divu_300x300;4681,466;224528;0;84;2;0;0;0;0;84;0;25235;0;0;0;0;0;0;0;23;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_divuw_300x300;divuw_300x300;4682,968;223658;0;87;3;0;0;0;0;86;0;0;26100;0;0;0;0;0;0;22;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_divw_300x300;divw_300x300;4681,464;225256;0;81;1;0;0;0;0;81;0;0;0;24513;0;0;0;0;0;19;7;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_lb_300x300;lb_300x300;4681,536;249924;0;1;4;0;0;0;0;0;0;0;0;0;0;7;0;0;0;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_lbu_300x300;lbu_300x300;4681,478;249930;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;25;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_lh_300x300;lh_300x300;4750,819;249931;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_lhu_300x300;lhu_300x300;4908,489;47;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;7;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_li_300x300;li_300x300;4974,237;231;0;300;7;0;0;0;0;300;0;0;0;0;1;0;0;0;0;90020;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_lui_300x300;lui_300x300;5360,092;215;0;300;3;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;90003;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_lw_300x300;lw_300x300;4750,848;249899;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_mul_300x300;mul_300x300;5787,457;209733;0;133;9;0;0;0;0;133;0;0;0;0;0;0;0;0;0;18;9;0;39900;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_mulh_300x300;mulh_300x300;5416,976;228899;0;69;3;0;0;0;0;69;0;0;0;0;0;0;0;0;0;24;3;0;0;20894;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_mulhsu_300x300;mulhsu_300x300;5410,6;229027;0;69;2;0;0;0;0;69;0;0;0;0;0;0;0;0;0;25;2;0;0;0;20766;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_mulhu_300x300;mulhu_300x300;5559,944;228883;0;69;8;0;0;0;0;69;0;0;0;0;0;0;0;0;0;19;8;0;0;0;0;20878;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_mulw_300x300;mulw_300x300;5705,648;208838;0;136;5;0;0;0;0;136;0;0;0;0;0;0;0;0;0;22;5;0;0;0;0;0;40821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_mv_300x300;mv_300x300;4878,56;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_nop_300x300;nop_300x300;4728,298;215;0;300;4;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;90001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_or_300x300;or_300x300;5352,71;231;0;300;8;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_ori_300x300;ori_300x300;5120,065;231;0;300;7;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_rem_300x300;rem_300x300;4681,469;227291;0;74;2;0;0;0;0;74;0;0;0;0;0;0;0;0;0;21;6;0;0;0;0;0;0;0;3;0;0;22492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_remu_300x300;remu_300x300;5189,122;227021;0;75;2;0;0;0;0;75;0;0;0;0;0;0;0;0;0;21;5;0;0;0;0;0;0;0;3;0;0;0;22760;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_remuw_300x300;remuw_300x300;5192,57;226522;0;77;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;23;4;0;0;0;0;0;0;0;5;0;0;0;0;23255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_remw_300x300;remw_300x300;5215,911;224903;0;82;1;0;0;0;0;82;0;0;0;0;0;0;0;0;0;21;6;0;0;0;0;0;0;0;4;0;0;0;0;0;24864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_sb_300x300;sb_300x300;4951,49;213914;0;119;17;0;0;0;0;119;0;0;0;0;0;0;0;0;0;10;17;0;0;0;0;0;0;0;20;0;0;0;0;0;0;35747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_sh_300x300;sh_300x300;4960,882;213914;0;119;21;0;0;0;0;119;0;0;0;0;0;0;0;0;0;6;21;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;35747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_sll_300x300;sll_300x300;5323,45;231;0;301;10;0;0;0;0;300;0;0;0;0;1;0;0;0;0;17;9;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;90000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_slli_300x300;slli_300x300;5225,336;231;0;300;6;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_slliw_300x300;slliw_300x300;5191,514;215;0;300;1;0;0;0;0;300;0;0;0;0;1;0;0;0;0;26;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_sllw_300x300;sllw_300x300;5350,849;215;0;300;3;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_slt_300x300;slt_300x300;5189,654;231;0;300;8;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_slti_300x300;slti_300x300;5005,116;231;0;300;6;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_sltiu_300x300;sltiu_300x300;5008,598;231;0;300;6;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;89700;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_sltu_300x300;sltu_300x300;5220,107;231;0;301;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;4;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0
1c_sra_300x300;sra_300x300;5095,677;215;0;300;2;0;0;0;0;300;0;0;0;0;1;0;0;0;0;25;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0
1c_srai_300x300;srai_300x300;5034,903;215;0;300;3;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0
1c_sraiw_300x300;sraiw_300x300;5042,327;231;0;300;8;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0
1c_sraw_300x300;sraw_300x300;5222,277;231;0;300;6;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0
1c_srl_300x300;srl_300x300;5124,042;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0
1c_srli_300x300;srli_300x300;5039,812;215;0;300;4;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0
1c_srliw_300x300;srliw_300x300;5032,541;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0
1c_srlw_300x300;srlw_300x300;5147,058;215;0;300;4;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0
1c_sub_300x300;sub_300x300;5598,102;215;0;300;4;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0
1c_subw_300x300;subw_300x300;5614,572;215;0;300;4;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0
1c_sw_300x300;sw_300x300;4949,826;213914;0;119;19;0;0;0;0;119;0;0;0;0;0;0;0;0;0;8;19;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35747;0;0
1c_xor_300x300;xor_300x300;5171,768;215;0;300;5;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0
1c_xori_300x300;xori_300x300;5155,972;215;0;300;4;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000
1d_add_300x300;add_300x300;5335,829;231;90000;300;11;0;0;0;0;300;0;0;0;0;1;0;0;0;0;16;11;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_addi_300x300;addi_300x300;5287,073;215;0;90300;4;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_addiw_300x300;addiw_300x300;5280,188;215;0;301;90004;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_addw_300x300;addw_300x300;5365,12;231;0;302;6;90000;0;0;0;300;0;0;0;0;1;0;0;0;0;21;4;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_and_300x300;and_300x300;5151,577;231;0;300;6;0;90000;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_andi_300x300;andi_300x300;4960,495;231;0;301;6;0;0;90000;0;300;0;0;0;0;1;0;0;0;0;21;5;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_auipc_300x300;auipc_300x300;5419,211;215;0;300;5;0;0;0;90000;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_div_300x300;div_300x300;4685,309;227250;0;75;1;0;0;0;0;75;22531;0;0;0;0;0;0;0;0;23;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_divu_300x300;divu_300x300;4681,459;222224;0;91;0;0;0;0;0;91;0;27525;0;0;0;0;0;0;0;24;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_divuw_300x300;divuw_300x300;4681,457;220490;0;97;1;0;0;0;0;97;0;0;29247;0;0;0;0;0;0;25;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_divw_300x300;divw_300x300;5222,141;224339;0;84;0;0;0;0;0;84;0;0;0;25424;0;0;0;0;0;24;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_lb_300x300;lb_300x300;4681,519;249898;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_lbu_300x300;lbu_300x300;4681,551;249891;0;1;5;0;0;0;0;0;0;0;0;0;0;0;8;0;0;22;4;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_lh_300x300;lh_300x300;4750,844;249899;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_lhu_300x300;lhu_300x300;4750,857;249899;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;9;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_li_300x300;li_300x300;4973,972;231;0;300;7;0;0;0;0;300;0;0;0;0;1;0;0;0;0;90020;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_lui_300x300;lui_300x300;5351,445;231;0;300;6;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;90006;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_lw_300x300;lw_300x300;4882,396;48;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;6;1;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_mul_300x300;mul_300x300;5632,856;208794;0;136;5;0;0;0;0;136;0;0;0;0;0;0;0;0;0;22;5;0;40865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_mulh_300x300;mulh_300x300;5456,456;228917;0;69;8;0;0;0;0;69;0;0;0;0;0;0;0;0;0;19;8;0;0;20844;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_mulhsu_300x300;mulhsu_300x300;5464,842;228765;0;69;8;0;0;0;0;69;0;0;0;0;0;0;0;0;0;19;8;0;0;0;20996;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_mulhu_300x300;mulhu_300x300;5311,018;228957;0;69;3;0;0;0;0;69;0;0;0;0;0;0;0;0;0;24;3;0;0;0;0;20836;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_mulw_300x300;mulw_300x300;5657,166;208520;0;137;6;0;0;0;0;137;0;0;0;0;0;0;0;0;0;21;6;0;0;0;0;0;41105;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_mv_300x300;mv_300x300;5180,512;231;0;300;6;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;90000;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_nop_300x300;nop_300x300;4728,271;215;0;300;2;0;0;0;0;300;0;0;0;0;1;0;0;0;0;25;2;0;0;0;0;0;0;0;90003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1d_or_300x300;or_300x300;5197,293;215;0;300;3;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
